
max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
4.6604,-4.4029,0.0122201740869141,1.05766931066172,1.05748166912391,0.0763462977870116,3.38645262652295,4.40707402886802,86.5357286731549,OR_007_6_1
0.96193,-0.83258,0.0316938006835938,0.23341158421029,0.235497054355986,0.0716548946991265,0.63722433340617,4.08467954145155,7.43038226014626,IR_014_1
0.37467,-0.37196,0.0133841652246094,0.131894593018793,0.132539900845166,-0.0519063468260816,-0.392075917301646,2.82684684091995,9.90273944029512,OR_014_6_1
4.0423,-4.7125,0.0163438214355469,0.654565148006374,0.654609384809375,-0.690684863618993,15.2905859017817,6.1751329782373,40.052406800385,OR_021_6_1
4.6508,-4.8845,0.0132485350927734,1.12933705196301,1.1291390284856,0.0619738068688783,2.74740295167299,4.11889048440532,85.2274625518033,OR_007_6_1
0.18608,-0.23219,0.0105553442529297,0.0642367148778166,0.0650826859352899,-0.216460534566056,-0.0784175365572573,2.85913215359635,6.16585157013954,Normal_1
1.9618,-1.8289,0.0095214561474609,0.559400007131761,0.559344463681822,0.0463339605454631,0.289081569334113,3.50731995644807,58.7456850106883,IR_021_1
0.72828,-0.56931,0.0135735328173828,0.146961122667661,0.147550895218016,0.0126868900982518,1.63180275724052,4.93578842015103,10.870485761014,Ball_014_1
2.5904,-2.2787,0.011313902421875,0.673540782376867,0.673471363619296,0.0636254134453824,0.678542502627066,3.84634023053179,59.5260007119352,IR_021_1
0.17169,-0.21613,0.0142026596240234,0.0619797678468144,0.0635714671406099,-0.107357958122859,-0.255155319623832,2.70073993447798,4.47602553489914,Normal_1
0.38448,-0.36925,0.0110091301220703,0.121067378029227,0.12153745957217,0.0130989891967704,-0.296449715278094,3.16346911769776,11.0396968901767,OR_014_6_1
0.41264,-0.40576,0.0179837528759766,0.135043986813647,0.136203483862417,-0.029608402960959,-0.200919999008276,3.02958476757333,7.57369636925803,Ball_007_1
0.63523,-0.52613,0.0139140346533203,0.19121559879287,0.191674600186994,-0.0025624930644998,-0.0171354028681812,3.31410629984506,13.7756305027783,Ball_021_1
3.1071,-2.9736,0.0127424740576172,0.676118392377586,0.676073398514946,0.0640454405881269,2.77607052798926,4.59580277352284,53.0566823568146,IR_021_1
0.20799,-0.20653,0.0148966525439453,0.0689531023542549,0.0705274346143504,-0.236048195752083,-0.216482925051529,2.94906515652109,4.73444852165905,Normal_1
0.84635,-0.87306,0.0319013176904297,0.198786544342111,0.201282113750676,0.0337030678328588,0.931016078075716,4.2047948733704,6.30952350319562,IR_014_1
0.57557,-0.53239,0.0166741981201172,0.181392893469369,0.18211354858918,0.0058271813278767,-0.154030186881406,3.16050071210461,10.9218774586505,Ball_021_1
0.50193,-0.45019,0.0147707838378906,0.160219463634536,0.160859933693302,-0.0644385478879264,-0.19521057730045,3.12029222240628,10.8904128216038,Ball_021_1
2.0458,-2.0358,0.0147117865527344,0.309290453311763,0.309564713595702,-0.144138499238937,10.124045868287,6.60863435059288,21.0419524838854,OR_021_6_1
4.6675,-4.728,0.0099526691064453,1.13675124982894,1.13651726819993,0.063060695183557,3.16199799280964,4.10684477094888,114.192208747694,OR_007_6_1
1.1983,-1.3641,0.0218042907958984,0.286746223816493,0.28750421879883,-0.39555402060752,4.54069039587371,4.16793883932,13.1856716409649,IR_007_1
5.1102,-5.162,0.0121570372265625,1.06659943747265,1.06640830268886,0.074846710021307,3.90760946088053,4.79197319367735,87.7194239694205,OR_007_6_1
0.35465,-0.28539,0.0166572093457031,0.0990665055425188,0.100433276692372,0.102575133096227,0.0834533212423136,3.5312001328633,6.02941792997753,Ball_014_1
0.20695,-0.23156,0.0150072689453125,0.0643916548796111,0.0661020331457567,-0.231331169253425,0.231467097124675,3.13076603171449,4.40466772379684,Normal_1
0.20423,-0.19881,0.0080019581445312,0.0664609306028792,0.066924807548965,-0.277749809521948,-0.182979226306964,3.05163372865251,8.3635538127256,Normal_1
0.8038,-0.78857,0.0292140698046875,0.201072498892861,0.203135103813903,0.141646660655578,0.923769369773389,3.95697240362936,6.95333122608303,IR_014_1
4.2343,-3.8036,0.0120622038525391,0.662563617895851,0.662511655495676,0.0105765306073861,10.0536381135496,6.39128378327472,54.9245945098349,OR_021_6_1
4.6558,-4.7309,0.0118229697900391,1.01071186275836,1.01053424190094,0.0253538076698501,3.3073660801911,4.60726594602261,85.472115707538,OR_007_6_1
0.40743,-0.41619,0.0125565498193359,0.131372392916259,0.13193917333967,-0.128530577756505,-0.0467672648225763,3.08801389069715,10.5075976472849,OR_014_6_1
0.96902,-0.75769,0.0298058025439453,0.183643372722449,0.186002169287156,0.0981940606007558,1.6595256151343,5.20972418608728,6.24046841258232,IR_014_1
0.24888,-0.23511,0.0118287563671875,0.0833560759933568,0.0841710293933471,-0.0537975950657787,-0.0735365907605816,2.95683683321653,7.11579702722039,Ball_014_1
0.48837,-0.44748,0.0124079928808594,0.122714304593701,0.123310201967599,-0.0736722394486931,1.48416432652963,3.96049955484075,9.93796524156765,Ball_014_1
0.64775,-0.54949,0.0217488858642578,0.150853029656777,0.152376307062552,0.0756783028175324,1.00762636060792,4.25098896598204,7.00616610954623,Ball_007_1
0.52571,-0.43642,0.0140353152099609,0.164439978700976,0.164997858458404,0.0486489946830152,-0.144286925972681,3.18616256545253,11.7559068670794,Ball_021_1
1.8982,-2.0244,0.0108579836279297,0.530384388497113,0.530366041657621,-0.0171061553128695,0.718783278387683,3.57903759084445,48.8457212528277,IR_021_1
0.46167,-0.35652,0.0122194305712891,0.121606053005447,0.122188894308108,0.0754927359061259,0.121110188418953,3.77833028618678,9.99955714754864,Ball_014_1
2.4168,-2.7466,0.0075829553125,0.662745080798308,0.662626648310601,0.0031797451240743,1.48889979181161,3.64730275512123,87.3836942198914,IR_021_1
1.2344,-1.2719,0.0099872467822265,0.270697244910213,0.270815368315561,0.0342620868678679,3.5015647811351,4.55808696411071,27.1161186081341,Ball_021_1
1.3694,-1.3479,0.0121325260107422,0.260318499147521,0.260537579736327,-0.028193945454058,4.13618153119151,5.25605558087197,21.4743062990878,OR_014_6_1
0.43809,-0.46646,0.0140285336035156,0.144135132517073,0.144781187206255,-0.0485642983208704,0.0284403987093533,3.02587655519013,10.3204790534894,OR_014_6_1
4.4813,-4.8494,0.0108465507714844,0.661702685512421,0.661630030693795,-0.501999228935388,14.9535915158524,6.77312061440265,60.9991180268314,OR_021_6_1
0.50652,-0.52759,0.0076013396923828,0.139614844672011,0.13978757988795,-0.0558129070162914,0.148586722325056,3.62349788447596,18.3898609383328,OR_014_6_1
0.39992,-0.3342,0.0199996867724609,0.127678452954474,0.129204546989417,0.138558541067499,-0.346064005481654,3.09524710483104,6.46032852711116,Ball_007_1
0.72118,-0.82007,0.0336975976757812,0.187666153250291,0.190622445137335,-0.299212905628467,1.5136031962393,3.78329005002753,5.65685563022605,IR_014_1
0.22301,-0.18525,0.0101566526123047,0.0676855571753131,0.0684270068219411,-0.122366746872368,-0.159042998086276,3.25909330770978,6.73716129062467,Normal_1
0.23281,-0.20736,0.0100020417285156,0.0653173775772112,0.0660629810771527,-0.0087034921765741,-0.0316128805040896,3.52406137603917,6.60494955632992,Normal_1
0.41056,-0.39199,0.0178629348388672,0.117427938206845,0.118750461244721,0.0581748641578125,0.370585168686988,3.45733393956186,6.64786958671187,Ball_007_1
0.39053,-0.4527,0.0135248276904297,0.110153744368465,0.110954241163977,0.0185796278678958,0.413334710695247,3.51973927182147,8.20374526785945,OR_014_6_1
0.5981,-0.56264,0.0140945699755859,0.177285275356149,0.177801515875407,0.102779994148107,0.132958620611632,3.36386333409617,12.6148946852148,Ball_021_1
2.0951,-2.097,0.0149472023876953,0.555532770992586,0.555598224239042,0.0094016731009918,0.58454341155641,3.77089038192929,37.1707166216212,IR_021_1
4.5807,-4.8502,0.0121645504052734,1.1158913874729,1.11568523808249,0.0397987109013077,3.13776717180685,4.1057278913834,91.7161095899465,OR_007_6_1
1.4745,-1.5004,0.0229499708300781,0.282675008291609,0.283536320922388,-0.248109934921651,4.90990719090252,5.20039194697603,12.3545394903416,IR_007_1
1.5563,-1.4372,0.0218365792529297,0.294179581507378,0.294917286227714,0.157905409303117,5.13374093822357,5.27707283593522,13.5056541050561,IR_007_1
1.4155,-1.3195,0.0177681902832031,0.285175464744566,0.285658965872336,0.0861110773907441,4.32450247429853,4.95520942490775,16.076987094312,IR_007_1
0.23428,-0.2034,0.00970063171875,0.067772079743779,0.068446434136516,-0.0439276082777394,-0.108275555850311,3.42282257586612,7.05587389780176,Normal_1
1.875,-1.7678,0.0096033305761718,0.548604547702596,0.548554661997952,0.0129636812093633,0.0139358521253063,3.41807322021629,57.121293247891,IR_021_1
2.4003,-2.4297,0.0159770857910156,0.637737337410776,0.637781773385264,0.0479442224406018,1.24781470984252,3.76351300737165,39.9185296822971,IR_021_1
0.52196,-0.49129,0.0174858965283203,0.14052072323025,0.14157043687516,0.0904989758027539,0.0975400183172681,3.6869279457001,8.0962641318317,Ball_007_1
0.43872,-0.38907,0.0187470627880859,0.131881380868204,0.133175292206407,-0.0479874839053212,-0.133408506935759,3.29430476728396,7.10379506975576,Ball_007_1
0.23845,-0.18755,0.0099730306787109,0.0644583183138605,0.0652097185495276,-0.16267083747868,0.0243017676450075,3.65666353580248,6.53860603163775,Normal_1
0.62439,-0.53802,0.0109939165869141,0.148855358352028,0.149224544282346,0.0213724705542482,0.531689770224013,4.18423124026165,13.573374247715,Ball_021_1
1.4276,-1.3696,0.0093311139892578,0.339397041725626,0.339442449218358,-0.0016282724442971,2.11778216143928,4.20572030188731,36.3774839326935,Ball_021_1
3.9738,-5.0764,0.0148704137744141,0.693865401224802,0.69385534631357,-0.67042835985772,13.1058996534312,5.72713033215449,46.6601237086901,OR_021_6_1
4.9688,-5.1119,0.016597924296875,1.1789231341674,1.17875213887693,0.0657386602119185,3.6515124175765,4.21530518259257,71.0180452563494,OR_007_6_1
0.58767,-0.43434,0.0133210823583984,0.128303106984376,0.128961624384194,0.173751408088947,1.10883863908566,4.55693701755222,9.68101697103381,Ball_014_1
1.4995,-1.3343,0.0191686281884766,0.26863989315815,0.269257479967,-0.0549025060919407,4.56633969392458,5.56901891893135,14.0467787949931,IR_007_1
5.0243,-5.018,0.0122140718408203,1.06121130394515,1.06102249163442,0.0866766021279136,3.58992583677493,4.73533788361119,86.8688595795224,OR_007_6_1
0.66465,-0.59205,0.0123127761328125,0.13623420946622,0.136756359640982,0.0123153164685914,3.53383885421011,4.860103045627,11.1068664098049,Ball_014_1
1.3981,-1.3727,0.0174607790380859,0.294187235946498,0.294633246165498,0.0578762590008199,4.03021800364897,4.74522145139952,16.874003475036,IR_007_1
5.3344,-4.8511,0.0134095998388672,0.697125802671493,0.697084575252778,0.0360185298850917,17.1868346687809,7.65244303112808,51.9839953189585,OR_021_6_1
5.5146,-5.2133,0.006637614790039,0.694014361049781,0.693876651655201,-0.183106337156614,19.0265832523805,7.94752206583872,104.537047358712,OR_021_6_1
0.42328,-0.5449,0.0176950647558594,0.134280399781817,0.135408776572358,-0.159350639413244,0.142275775531597,3.12594213399316,7.65234704933872,Ball_007_1
0.38719,-0.35715,0.0189032067675781,0.125157567212394,0.126546826177861,-0.0272241463096158,-0.262162244283974,3.05965792817123,6.69446341744028,Ball_007_1
4.9429,-4.8361,0.0114441076269531,0.849755735712037,0.849625327718676,0.0763952161323687,6.00165772819394,5.81774087793752,74.2412912753145,OR_007_6_1
1.051,-0.74914,0.0350528350585938,0.202391456081122,0.205355792751276,0.108997697578626,1.14124147698679,5.1179466910532,5.85846458376352,IR_014_1
4.9379,-4.7555,0.0128297694677734,1.03310425553291,1.0329316826668,0.0946537940305269,3.63527056793864,4.78047104456263,80.5105411489567,OR_007_6_1
5.4036,-5.2659,0.0170813369433594,0.741789596874268,0.74180516341085,-0.259651925406893,13.7182187424083,7.28439254204437,43.4278163278805,OR_021_6_1
0.40075,-0.39157,0.01315508765625,0.125470473507459,0.126127749206793,-0.0014928942630035,0.174539523420368,3.17733411180557,9.58775437325719,OR_014_6_1
4.7551,-4.5427,0.0148758444970703,1.06912793623843,1.0689703983081,0.0327321520216883,3.37440530235676,4.44829904319714,71.8594765170225,OR_007_6_1
0.53864,-0.37592,0.0204392809082031,0.139850250396015,0.141302182891849,0.0978454487692767,0.0343134840260557,3.81197224965921,6.91326585932575,Ball_007_1
0.40534,-0.3778,0.0120126056933594,0.135537622425272,0.136035950554882,0.0475468923523448,-0.202728208420313,2.9796535279582,11.3244331852233,OR_014_6_1
0.23281,-0.19213,0.0139558623095703,0.0627896570424815,0.0643069362934753,-0.0804136843191193,0.315963389592916,3.62029375707674,4.60787981903321,Normal_1
0.64108,-0.62522,0.0110808671875,0.195233435696742,0.195500047717015,0.0495901194971264,0.0457923561013494,3.27918078530578,17.6430277891565,Ball_021_1
0.43726,-0.41848,0.0181411036230469,0.141566723353739,0.142690052527398,-0.0785680623989397,-0.0187025763895496,3.06440422618837,7.86556625728776,Ball_007_1
0.62397,-0.60206,0.031858561796875,0.163322697272263,0.16636179501864,0.12758748622713,0.472109903501699,3.75068085752554,5.22188653961643,IR_014_1
1.7868,-1.6522,0.0081292793652343,0.512704470308383,0.512643742358882,0.0417926551951933,-0.0271513472550158,3.48546144692649,63.061400565375,IR_021_1
4.9696,-4.9446,0.0134495439453125,1.00386819050995,1.00371319014157,0.062556624266792,5.15179278515832,4.9512151965434,74.6280464395515,OR_007_6_1
0.51006,-0.4383,0.0199912500878906,0.132101319406756,0.133573529529114,0.127269326264701,0.216141448881777,3.81857095337759,6.68159964693875,Ball_007_1
1.6197,-1.3124,0.0248603560351562,0.277101169260414,0.27814672855092,-0.179924653085931,5.0089995907058,5.82318551233107,11.1883646460082,IR_007_1
1.3391,-1.2538,0.0084048018847656,0.295928255224854,0.295975357794123,0.165824187930656,3.97219681548893,4.52436314286496,35.2150308659389,Ball_014_1
4.9283,-5.1211,0.0115463056494141,1.22756825003476,1.22732282755055,0.0782770716764779,2.85939131200508,4.01548792980224,106.295716120492,OR_007_6_1
1.4997,-1.1778,0.0196415260644531,0.278871797989605,0.279494715301254,0.138976544324519,4.72804178255872,5.36575440570869,14.2297861369885,IR_007_1
0.83154,-1.0278,0.0333274196826172,0.202690481055853,0.205363306713389,-0.212004259026829,1.62251351759127,4.04911672541639,6.16199239752431,IR_014_1
0.41848,-0.4043,0.0123750680517578,0.144681293366392,0.145174370761292,-0.0708690722086719,-0.332449958092637,2.88260247181027,11.7311977723363,OR_014_6_1
4.8356,-5.0088,0.0092782484375,1.05149834109248,1.05128254035491,0.0538520554048571,3.92722967301545,4.59971493331139,113.306142580309,OR_007_6_1
0.41243,-0.37801,0.009278456015625,0.149397151621607,0.149648589906393,-0.0358892153891051,-0.499917425369498,2.75598988442176,16.1286090761635,Ball_021_1
0.84093,-0.75477,0.0309731807714844,0.203327379220525,0.2056238666426,0.172612283420975,0.751681299127267,4.08965172054489,6.63877139902623,IR_014_1
0.64712,-0.56931,0.0320117107177734,0.184006490420344,0.186726017800473,0.0384486153925528,0.367055456311383,3.46561238558347,5.83305339245115,IR_014_1
0.41556,-0.38677,0.0166809668701172,0.133651816749221,0.134656380100654,-0.0237688634310093,-0.176021306839933,3.08607731538138,8.07245653978736,Ball_007_1
2.9439,-3.0198,0.0142806459814453,0.420892161001975,0.421031648354374,-0.0074951452821291,13.8913060223126,6.99211095295662,29.4826752866373,OR_021_6_1
0.53155,-0.51257,0.0123205599511719,0.168592345115068,0.169000876997616,-0.0128267810178385,0.0881182521727526,3.14524995043367,13.7169802076684,Ball_021_1
0.66986,-0.60582,0.0174139592626953,0.194316851519065,0.195048321527843,0.0337290376567477,-0.0639453081095951,3.43432845129292,11.2006878266725,Ball_021_1
0.89538,-0.70345,0.0324745889013672,0.196370923696194,0.19899072772573,0.0069365542829576,0.7261324856178,4.49960664114013,6.12758265639976,IR_014_1
1.3677,-1.0835,0.0193285433447266,0.256367773343712,0.257032946891371,0.0017693018296737,3.6873597362629,5.32110772778879,13.2981023094789,IR_007_1
1.4194,-1.3043,0.0243994032373047,0.275687188230498,0.276697751319094,-0.0100459959696281,4.16744313694051,5.12978509306032,11.34034913182,IR_007_1
